"","number_in_list","fold_enrichment","fdr","expected","number_in_reference","pValue","plus_minus","term.id","term.label"
"2005",6,2.73732718894009,0.146362811351725,2.19191919191919,28,0.0192519475667656,"+","GO:0032770","positive regulation of monooxygenase activity"
"2006",6,2.73732718894009,0.146289848833603,2.19191919191919,28,0.0192519475667656,"+","GO:0002063","chondrocyte development"
"2007",6,2.73732718894009,0.146216959023522,2.19191919191919,28,0.0192519475667656,"+","GO:0048843","negative regulation of axon extension involved in axon guidance"
"2008",6,2.73732718894009,0.146144141812853,2.19191919191919,28,0.0192519475667656,"+","GO:0021854","hypothalamus development"
"2009",12,1.96526054590571,0.147580921266389,6.10606060606061,78,0.0194509001393541,"+","GO:0048644","muscle organ morphogenesis"
"2010",12,1.96526054590571,0.147507497922475,6.10606060606061,78,0.0194509001393541,"+","GO:0022600","digestive system process"
"2011",42,1.42690459849005,0.148508452260477,29.4343434343434,376,0.0195926325195709,"+","GO:0032535","regulation of cellular component size"
"2012",4,3.64976958525346,0.150156419644966,1.0959595959596,14,0.0198198987289687,"+","GO:0032908","regulation of transforming growth factor beta1 production"
"2013",4,3.64976958525346,0.150081826291938,1.0959595959596,14,0.0198198987289687,"+","GO:0071639","positive regulation of monocyte chemotactic protein-1 production"
"2014",4,3.64976958525346,0.150007307013739,1.0959595959596,14,0.0198198987289687,"+","GO:0048668","collateral sprouting"
"2015",4,3.64976958525346,0.149932861700085,1.0959595959596,14,0.0198198987289687,"+","GO:1900025","negative regulation of substrate adhesion-dependent cell spreading"
"2016",4,3.64976958525346,0.149858490240908,1.0959595959596,14,0.0198198987289687,"+","GO:0097320","plasma membrane tubulation"
"2017",7,2.48387096774194,0.150213128445535,2.81818181818182,36,0.0198766568309811,"+","GO:0071542","dopaminergic neuron differentiation"
"2018",7,2.48387096774194,0.150138691811023,2.81818181818182,36,0.0198766568309811,"+","GO:0035850","epithelial cell differentiation involved in kidney development"
"2019",7,2.48387096774194,0.150064328912652,2.81818181818182,36,0.0198766568309811,"+","GO:0036230","granulocyte activation"
"2020",7,2.48387096774194,0.149990039640913,2.81818181818182,36,0.0198766568309811,"+","GO:1900274","regulation of phospholipase C activity"
"2021",3,4.79032258064516,0.149940084426869,0.626262626262626,8,0.0198798734256184,"+","GO:0045650","negative regulation of macrophage differentiation"
"2022",3,4.79032258064516,0.149865930082444,0.626262626262626,8,0.0198798734256184,"+","GO:0072282","metanephric nephron tubule morphogenesis"
"2023",3,4.79032258064516,0.149791849049284,0.626262626262626,8,0.0198798734256184,"+","GO:2000556","positive regulation of T-helper 1 cell cytokine production"
"2024",3,4.79032258064516,0.149717841218726,0.626262626262626,8,0.0198798734256184,"+","GO:2000554","regulation of T-helper 1 cell cytokine production"
"2025",3,4.79032258064516,0.149643906482322,0.626262626262626,8,0.0198798734256184,"+","GO:2000501","regulation of natural killer cell chemotaxis"
"2026",3,4.79032258064516,0.149570044731837,0.626262626262626,8,0.0198798734256184,"+","GO:0038089","positive regulation of cell migration by vascular endothelial growth factor signaling pathway"
"2027",3,4.79032258064516,0.149496255859251,0.626262626262626,8,0.0198798734256184,"+","GO:0071447","cellular response to hydroperoxide"
"2028",3,4.79032258064516,0.149422539756756,0.626262626262626,8,0.0198798734256184,"+","GO:0000915","actomyosin contractile ring assembly"
"2029",3,4.79032258064516,0.149348896316758,0.626262626262626,8,0.0198798734256184,"+","GO:0000912","assembly of actomyosin apparatus involved in cytokinesis"
"2030",3,4.79032258064516,0.149275325431873,0.626262626262626,8,0.0198798734256184,"+","GO:0032489","regulation of Cdc42 protein signal transduction"
"2031",3,4.79032258064516,0.149201826994929,0.626262626262626,8,0.0198798734256184,"+","GO:0099545","trans-synaptic signaling by trans-synaptic complex"
"2032",3,4.79032258064516,0.149128400898967,0.626262626262626,8,0.0198798734256184,"+","GO:0032277","negative regulation of gonadotropin secretion"
"2033",3,4.79032258064516,0.149055047037236,0.626262626262626,8,0.0198798734256184,"+","GO:0090091","positive regulation of extracellular matrix disassembly"
"2034",3,4.79032258064516,0.148981765303196,0.626262626262626,8,0.0198798734256184,"+","GO:1904823","purine nucleobase transmembrane transport"
"2035",3,4.79032258064516,0.148908555590517,0.626262626262626,8,0.0198798734256184,"+","GO:0043313","regulation of neutrophil degranulation"
"2036",3,4.79032258064516,0.148835417793075,0.626262626262626,8,0.0198798734256184,"+","GO:0048012","hepatocyte growth factor receptor signaling pathway"
"2037",3,4.79032258064516,0.148762351804959,0.626262626262626,8,0.0198798734256184,"+","GO:1900223","positive regulation of amyloid-beta clearance"
"2038",3,4.79032258064516,0.148689357520462,0.626262626262626,8,0.0198798734256184,"+","GO:0016264","gap junction assembly"
"2039",3,4.79032258064516,0.148616434834086,0.626262626262626,8,0.0198798734256184,"+","GO:1904396","regulation of neuromuscular junction development"
"2040",3,4.79032258064516,0.14854358364054,0.626262626262626,8,0.0198798734256184,"+","GO:0010757","negative regulation of plasminogen activation"
"2041",3,4.79032258064516,0.148470803834739,0.626262626262626,8,0.0198798734256184,"+","GO:0030311","poly-N-acetyllactosamine biosynthetic process"
"2042",3,4.79032258064516,0.148398095311803,0.626262626262626,8,0.0198798734256184,"+","GO:0061439","kidney vasculature morphogenesis"
"2043",3,4.79032258064516,0.148325457967059,0.626262626262626,8,0.0198798734256184,"+","GO:0061438","renal system vasculature morphogenesis"
"2044",3,4.79032258064516,0.148252891696038,0.626262626262626,8,0.0198798734256184,"+","GO:0003433","chondrocyte development involved in endochondral bone morphogenesis"
"2045",3,4.79032258064516,0.148180396394475,0.626262626262626,8,0.0198798734256184,"+","GO:0060839","endothelial cell fate commitment"
"2046",3,4.79032258064516,0.14810797195831,0.626262626262626,8,0.0198798734256184,"+","GO:0060836","lymphatic endothelial cell differentiation"
"2047",1,0.161698652511229,0.150755536933111,6.18434343434343,79,0.0202451344290545,"-","GO:2001251","negative regulation of chromosome organization"
"2048",1,0.161698652511229,0.150681925831093,6.18434343434343,79,0.0202451344290545,"-","GO:0031507","heterochromatin formation"
"2049",0,0,0.152953022143757,4.1489898989899,53,0.0205603058697474,"-","GO:0002200","somatic diversification of immune receptors"
"2050",0,0,0.152984492814429,4.22727272727273,54,0.0205745726083829,"-","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process"
"2051",0,0,0.15290990261803,4.22727272727273,54,0.0205745726083829,"-","GO:0030490","maturation of SSU-rRNA"
"2052",5,3.04147465437788,0.153263709925474,1.64393939393939,21,0.0206322333377335,"+","GO:0010288","response to lead ion"
"2053",5,3.04147465437788,0.153189056389222,1.64393939393939,21,0.0206322333377335,"+","GO:0045723","positive regulation of fatty acid biosynthetic process"
"2054",5,3.04147465437788,0.153114475543852,1.64393939393939,21,0.0206322333377335,"+","GO:0002523","leukocyte migration involved in inflammatory response"
"2055",5,3.04147465437788,0.153039967283247,1.64393939393939,21,0.0206322333377335,"+","GO:0060392","negative regulation of SMAD protein signal transduction"
"2056",5,3.04147465437788,0.152965531501494,1.64393939393939,21,0.0206322333377335,"+","GO:0007263","nitric oxide mediated signal transduction"
"2057",5,3.04147465437788,0.152891168092889,1.64393939393939,21,0.0206322333377335,"+","GO:2000738","positive regulation of stem cell differentiation"
"2058",5,3.04147465437788,0.15281687695193,1.64393939393939,21,0.0206322333377335,"+","GO:0006662","glycerol ether metabolic process"
"2059",5,3.04147465437788,0.152742657973323,1.64393939393939,21,0.0206322333377335,"+","GO:2001026","regulation of endothelial cell chemotaxis"
"2060",5,3.04147465437788,0.152668511051977,1.64393939393939,21,0.0206322333377335,"+","GO:0050765","negative regulation of phagocytosis"
"2061",5,3.04147465437788,0.152594436083004,1.64393939393939,21,0.0206322333377335,"+","GO:0035809","regulation of urine volume"
"2062",5,3.04147465437788,0.152520432961723,1.64393939393939,21,0.0206322333377335,"+","GO:0035795","negative regulation of mitochondrial membrane permeability"
"2063",5,3.04147465437788,0.152446501583651,1.64393939393939,21,0.0206322333377335,"+","GO:0061377","mammary gland lobule development"
"2064",5,3.04147465437788,0.152372641844512,1.64393939393939,21,0.0206322333377335,"+","GO:0046485","ether lipid metabolic process"
"2065",5,3.04147465437788,0.152298853640229,1.64393939393939,21,0.0206322333377335,"+","GO:0060749","mammary gland alveolus development"
"2066",18,0.598790322580645,0.15321180864654,30.0606060606061,384,0.0207659644862397,"-","GO:0009150","purine ribonucleotide metabolic process"
"2067",0,0,0.153256878631634,4.30555555555556,55,0.0207821274113749,"-","GO:0007140","male meiotic nuclear division"
"2068",0,0,0.153182769889549,4.30555555555556,55,0.0207821274113749,"-","GO:0006289","nucleotide-excision repair"
"2069",0,0,0.153108732784721,4.30555555555556,55,0.0207821274113749,"-","GO:0016073","snRNA metabolic process"
"2070",1,0.155782848151062,0.153249935739287,6.41919191919192,82,0.0208113473056698,"-","GO:0051310","metaphase chromosome alignment"
"2071",55,0.749019877570672,0.155813166814419,73.4292929292929,938,0.0211696561354498,"-","GO:0034654","nucleobase-containing compound biosynthetic process"
"2072",11,2.03646563814867,0.156496760240762,5.40151515151515,69,0.0212727997913048,"+","GO:0051341","regulation of oxidoreductase activity"
"2073",11,2.03646563814867,0.156421267351114,5.40151515151515,69,0.0212727997913048,"+","GO:0042246","tissue regeneration"
"2074",18,1.72883822459374,0.1597966926329,10.4116161616162,133,0.0217423302841065,"+","GO:0001889","liver development"
"2075",46,1.39244763797584,0.159835970310497,33.0353535353535,422,0.0217581603617583,"+","GO:0043254","regulation of protein-containing complex assembly"
"2076",13,1.97695852534562,0.160439682372102,6.57575757575758,84,0.0218508679790385,"+","GO:0032414","positive regulation of ion transmembrane transporter activity"
"2077",13,1.97695852534562,0.160362436497103,6.57575757575758,84,0.0218508679790385,"+","GO:0060761","negative regulation of response to cytokine stimulus"
"2078",8,2.27096774193548,0.162209312082327,3.52272727272727,45,0.0221131634525405,"+","GO:0046849","bone remodeling"
"2079",8,2.27096774193548,0.162131289325192,3.52272727272727,45,0.0221131634525405,"+","GO:0019933","cAMP-mediated signaling"
"2080",43,1.40483458460523,0.16355149604543,30.6085858585859,391,0.0223175957340742,"+","GO:1902903","regulation of supramolecular fiber organization"
"2081",13,1.95370018975332,0.165338333109198,6.6540404040404,85,0.0225722673489629,"+","GO:0035050","embryonic heart tube development"
"2082",10,2.20244716351502,0.165283861965775,4.54040404040404,58,0.0225756741201039,"+","GO:0051058","negative regulation of small GTPase mediated signal transduction"
"2083",10,2.20244716351502,0.165204513016199,4.54040404040404,58,0.0225756741201039,"+","GO:0060998","regulation of dendritic spine development"
"2084",10,2.20244716351502,0.165125240217247,4.54040404040404,58,0.0225756741201039,"+","GO:0097006","regulation of plasma lipoprotein particle levels"
"2085",6,2.64293659621802,0.166034402675038,2.27020202020202,29,0.0227108659435448,"+","GO:0032941","secretion by tissue"
"2086",6,2.64293659621802,0.165954808042883,2.27020202020202,29,0.0227108659435448,"+","GO:0038094","Fc-gamma receptor signaling pathway"
"2087",6,2.64293659621802,0.165875289687328,2.27020202020202,29,0.0227108659435448,"+","GO:0055023","positive regulation of cardiac muscle tissue growth"
"2088",6,2.64293659621802,0.165795847498781,2.27020202020202,29,0.0227108659435448,"+","GO:0003171","atrioventricular valve development"
"2089",7,2.41673931996513,0.167151562988817,2.89646464646465,37,0.0229075388757881,"+","GO:0002052","positive regulation of neuroblast proliferation"
"2090",7,2.41673931996513,0.16707158616442,2.89646464646465,37,0.0229075388757881,"+","GO:0032692","negative regulation of interleukin-1 production"
"2091",7,2.41673931996513,0.166991685836269,2.89646464646465,37,0.0229075388757881,"+","GO:0031076","embryonic camera-type eye development"
"2092",7,2.41673931996513,0.166911861894665,2.89646464646465,37,0.0229075388757881,"+","GO:0021988","olfactory lobe development"
"2093",10,0.51927616050354,0.167607331166071,19.2575757575758,246,0.0230139830827649,"-","GO:1901873","regulation of post-translational protein modification"
"2094",16,1.76195773081201,0.168845506730237,9.08080808080808,116,0.0231950725640042,"+","GO:0046822","regulation of nucleocytoplasmic transport"
"2095",133,1.20494166094715,0.172210915030584,110.378787878788,1410,0.0236686916610295,"+","GO:0051253","negative regulation of RNA metabolic process"
"2096",2,0.252954327690834,0.174232441226794,7.90656565656566,101,0.0239579608221059,"-","GO:0009201","ribonucleoside triphosphate biosynthetic process"
"2097",2,0.250474383301708,0.176467657406829,7.98484848484848,102,0.0242768928414432,"-","GO:0000956","nuclear-transcribed mRNA catabolic process"
"2098",18,1.69070208728653,0.177361303080676,10.6464646464646,136,0.0244114684683631,"+","GO:0061008","hepaticobiliary system development"
"2099",25,1.57317654536787,0.177285391949048,15.8914141414141,203,0.0244126509021224,"+","GO:0048167","regulation of synaptic plasticity"
"2100",38,0.712803751598693,0.177225577917034,53.3106060606061,681,0.0244160410434804,"-","GO:0002250","adaptive immune response"
"2101",13,1.90878754171301,0.177209527611952,6.81060606060606,87,0.0244254554557968,"+","GO:0046889","positive regulation of lipid biosynthetic process"
"2102",11,1.97910040890504,0.178384923299143,5.55808080808081,71,0.0245991674063372,"+","GO:0060415","muscle tissue morphogenesis"
"2103",11,1.97910040890504,0.17830009927475,5.55808080808081,71,0.0245991674063372,"+","GO:0014015","positive regulation of gliogenesis"
"2104",27,0.664553421592392,0.180856394943081,40.6287878787879,519,0.0249637115371149,"-","GO:0010608","post-transcriptional regulation of gene expression"
"2105",8,2.22159887798036,0.180969596200143,3.6010101010101,46,0.0249912090796629,"+","GO:0046173","polyol biosynthetic process"
"2106",8,2.22159887798036,0.180883665717617,3.6010101010101,46,0.0249912090796629,"+","GO:0045687","positive regulation of glial cell differentiation"
"2107",8,2.22159887798036,0.180797816801757,3.6010101010101,46,0.0249912090796629,"+","GO:0043300","regulation of leukocyte degranulation"
"2108",5,2.90322580645161,0.180947852720952,1.72222222222222,22,0.0250238190340332,"+","GO:0032928","regulation of superoxide anion generation"
"2109",5,2.90322580645161,0.180862054782251,1.72222222222222,22,0.0250238190340332,"+","GO:0072012","glomerulus vasculature development"
"2110",5,2.90322580645161,0.18077633816861,1.72222222222222,22,0.0250238190340332,"+","GO:0032656","regulation of interleukin-13 production"
"2111",5,2.90322580645161,0.180690702764456,1.72222222222222,22,0.0250238190340332,"+","GO:0071295","cellular response to vitamin"
"2112",5,2.90322580645161,0.180605148454435,1.72222222222222,22,0.0250238190340332,"+","GO:0010888","negative regulation of lipid storage"
"2113",5,2.90322580645161,0.180519675123411,1.72222222222222,22,0.0250238190340332,"+","GO:0030277","maintenance of gastrointestinal epithelium"
"2114",5,2.90322580645161,0.180434282656465,1.72222222222222,22,0.0250238190340332,"+","GO:0002837","regulation of immune response to tumor cell"
"2115",5,2.90322580645161,0.180348970938897,1.72222222222222,22,0.0250238190340332,"+","GO:0045932","negative regulation of muscle contraction"
"2116",48,1.37480109937798,0.182770202442152,34.9141414141414,446,0.0253717607011476,"+","GO:0042391","regulation of membrane potential"
"2117",4,3.40645161290323,0.182798339361583,1.17424242424242,15,0.0253876588879138,"+","GO:0006910","phagocytosis, recognition"
"2118",4,3.40645161290323,0.18271203230806,1.17424242424242,15,0.0253876588879138,"+","GO:0060347","heart trabecula formation"
"2119",4,3.40645161290323,0.18262580671471,1.17424242424242,15,0.0253876588879138,"+","GO:0033598","mammary gland epithelial cell proliferation"
"2120",4,3.40645161290323,0.18253966246626,1.17424242424242,15,0.0253876588879138,"+","GO:0072148","epithelial cell fate commitment"
"2121",4,3.40645161290323,0.182453599447652,1.17424242424242,15,0.0253876588879138,"+","GO:2001028","positive regulation of endothelial cell chemotaxis"
"2122",4,3.40645161290323,0.182367617544048,1.17424242424242,15,0.0253876588879138,"+","GO:0032352","positive regulation of hormone metabolic process"
"2123",4,3.40645161290323,0.182281716640824,1.17424242424242,15,0.0253876588879138,"+","GO:0032253","dense core granule localization"
"2124",4,3.40645161290323,0.182195896623574,1.17424242424242,15,0.0253876588879138,"+","GO:0070243","regulation of thymocyte apoptotic process"
"2125",4,3.40645161290323,0.182110157378104,1.17424242424242,15,0.0253876588879138,"+","GO:0036151","phosphatidylcholine acyl-chain remodeling"
"2126",4,3.40645161290323,0.182024498790438,1.17424242424242,15,0.0253876588879138,"+","GO:0043252","sodium-independent organic anion transport"
"2127",4,3.40645161290323,0.181938920746813,1.17424242424242,15,0.0253876588879138,"+","GO:1900029","positive regulation of ruffle assembly"
"2128",4,3.40645161290323,0.18185342313368,1.17424242424242,15,0.0253876588879138,"+","GO:0086064","cell communication by electrical coupling involved in cardiac conduction"
"2129",4,3.40645161290323,0.181768005837703,1.17424242424242,15,0.0253876588879138,"+","GO:0034616","response to laminar fluid shear stress"
"2130",4,3.40645161290323,0.181682668745761,1.17424242424242,15,0.0253876588879138,"+","GO:0010458","exit from mitosis"
"2131",4,3.40645161290323,0.181597411744942,1.17424242424242,15,0.0253876588879138,"+","GO:0003188","heart valve formation"
"2132",23,1.60549973558964,0.182353412229865,14.3257575757576,183,0.0255053122662253,"+","GO:0006575","cellular modified amino acid metabolic process"
"2133",4,0.364976958525346,0.182840788668988,10.959595959596,140,0.0255854754464969,"-","GO:0000070","mitotic sister chromatid segregation"
"2134",21,1.65591397849462,0.184719980947288,12.6818181818182,162,0.0258605549656572,"+","GO:0007605","sensory perception of sound"
"2135",10,2.09413008989952,0.186826296999514,4.77525252525253,61,0.0261676929799884,"+","GO:0051926","negative regulation of calcium ion transport"
"2136",10,2.09413008989952,0.186738831504664,4.77525252525253,61,0.0261676929799884,"+","GO:0042306","regulation of protein import into nucleus"
"2137",7,2.35314091680815,0.187185587592709,2.97474747474747,38,0.026242576965533,"+","GO:0045773","positive regulation of axon extension"
"2138",7,2.35314091680815,0.187098035867923,2.97474747474747,38,0.026242576965533,"+","GO:0071276","cellular response to cadmium ion"
"2139",7,2.35314091680815,0.187010566005432,2.97474747474747,38,0.026242576965533,"+","GO:0045923","positive regulation of fatty acid metabolic process"
"2140",7,2.35314091680815,0.186923177890476,2.97474747474747,38,0.026242576965533,"+","GO:0003180","aortic valve morphogenesis"
"2141",61,0.76846726474518,0.188249426370371,79.3787878787879,1014,0.0264411219483674,"-","GO:0018130","heterocycle biosynthetic process"
"2142",6,2.55483870967742,0.189035724851253,2.34848484848485,30,0.0265639652713628,"+","GO:1903055","positive regulation of extracellular matrix organization"
"2143",6,2.55483870967742,0.188947514060375,2.34848484848485,30,0.0265639652713628,"+","GO:0071711","basement membrane organization"
"2144",6,2.55483870967742,0.188859385555683,2.34848484848485,30,0.0265639652713628,"+","GO:0014009","glial cell proliferation"
"2145",6,2.55483870967742,0.18877133922209,2.34848484848485,30,0.0265639652713628,"+","GO:0071404","cellular response to low-density lipoprotein particle stimulus"
"2146",6,2.55483870967742,0.188683374944727,2.34848484848485,30,0.0265639652713628,"+","GO:0001569","branching involved in blood vessel morphogenesis"
"2147",6,2.55483870967742,0.188595492608935,2.34848484848485,30,0.0265639652713628,"+","GO:0090322","regulation of superoxide metabolic process"
"2148",6,2.55483870967742,0.188507692100272,2.34848484848485,30,0.0265639652713628,"+","GO:0032369","negative regulation of lipid transport"
"2149",6,2.55483870967742,0.188419973304506,2.34848484848485,30,0.0265639652713628,"+","GO:0055094","response to lipoprotein particle"
"2150",6,2.55483870967742,0.18833233610762,2.34848484848485,30,0.0265639652713628,"+","GO:0042119","neutrophil activation"
"2151",6,2.55483870967742,0.188244780395808,2.34848484848485,30,0.0265639652713628,"+","GO:0021952","central nervous system projection neuron axonogenesis"
"2152",23,1.58814298169137,0.188742939266464,14.4823232323232,185,0.0266466447091407,"+","GO:0051302","regulation of cell division"
"2153",13,1.86589343965205,0.190004106003474,6.96717171717172,89,0.0268371606787037,"+","GO:0007269","neurotransmitter secretion"
"2154",13,1.86589343965205,0.189915896112108,6.96717171717172,89,0.0268371606787037,"+","GO:0099643","signal release from synapse"
"2155",17,1.75130072840791,0.189884440564271,9.70707070707071,124,0.0268451728279213,"+","GO:0045834","positive regulation of lipid metabolic process"
"2156",8,0.488964346349745,0.192239354525687,16.3611111111111,209,0.027190713662493,"-","GO:0009260","ribonucleotide biosynthetic process"
"2157",105,0.820361053566144,0.192316617286233,127.992424242424,1635,0.0272142585768159,"-","GO:1901575","organic substance catabolic process"
"2158",19,1.68548387096774,0.192349004225595,11.2727272727273,144,0.0272314604158521,"+","GO:0043433","negative regulation of DNA-binding transcription factor activity"
"2159",23,1.579604578564,0.19289592493737,14.5606060606061,186,0.0273215444426807,"+","GO:0050954","sensory perception of mechanical stimulus"
"2160",76,1.27741935483871,0.19347049788551,59.4949494949495,760,0.0274156186730107,"+","GO:0061024","membrane organization"
"2161",17,1.73729032258065,0.193975561726673,9.78535353535353,125,0.0274999139861799,"+","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"2162",10,2.06035379812695,0.195839813014076,4.85353535353535,62,0.0277770567300683,"+","GO:0051965","positive regulation of synapse assembly"
"2163",10,2.06035379812695,0.195749272185128,4.85353535353535,62,0.0277770567300683,"+","GO:0051785","positive regulation of nuclear division"
"2164",19,1.67385984427141,0.196312981331013,11.3510101010101,145,0.0278699266286368,"+","GO:1903900","regulation of viral life cycle"
"2165",26,1.55929123125852,0.196728803210833,16.6742424242424,213,0.0279418657056651,"+","GO:0000165","MAPK cascade"
"2166",3,4.25806451612903,0.197813811203557,0.704545454545455,9,0.0281089493581909,"+","GO:0006930","substrate-dependent cell migration, cell extension"
"2167",3,4.25806451612903,0.197722526565254,0.704545454545455,9,0.0281089493581909,"+","GO:0060174","limb bud formation"
"2168",3,4.25806451612903,0.197631326137871,0.704545454545455,9,0.0281089493581909,"+","GO:0060158","phospholipase C-activating dopamine receptor signaling pathway"
"2169",3,4.25806451612903,0.197540209804935,0.704545454545455,9,0.0281089493581909,"+","GO:0044837","actomyosin contractile ring organization"
"2170",3,4.25806451612903,0.197449177450186,0.704545454545455,9,0.0281089493581909,"+","GO:0038133","ERBB2-ERBB3 signaling pathway"
"2171",3,4.25806451612903,0.197358228957579,0.704545454545455,9,0.0281089493581909,"+","GO:0038129","ERBB3 signaling pathway"
"2172",3,4.25806451612903,0.197267364211282,0.704545454545455,9,0.0281089493581909,"+","GO:0051964","negative regulation of synapse assembly"
"2173",3,4.25806451612903,0.197176583095676,0.704545454545455,9,0.0281089493581909,"+","GO:1901841","regulation of high voltage-gated calcium channel activity"
"2174",3,4.25806451612903,0.197085885495356,0.704545454545455,9,0.0281089493581909,"+","GO:0048874","host-mediated regulation of intestinal microbiota composition"
"2175",3,4.25806451612903,0.196995271295128,0.704545454545455,9,0.0281089493581909,"+","GO:0099515","actin filament-based transport"
"2176",3,4.25806451612903,0.196904740380011,0.704545454545455,9,0.0281089493581909,"+","GO:1905603","regulation of blood-brain barrier permeability"
"2177",3,4.25806451612903,0.196814292635234,0.704545454545455,9,0.0281089493581909,"+","GO:0090037","positive regulation of protein kinase C signaling"
"2178",3,4.25806451612903,0.196723927946237,0.704545454545455,9,0.0281089493581909,"+","GO:0031620","regulation of fever generation"
"2179",3,4.25806451612903,0.196633646198671,0.704545454545455,9,0.0281089493581909,"+","GO:0070255","regulation of mucus secretion"
"2180",3,4.25806451612903,0.196543447278397,0.704545454545455,9,0.0281089493581909,"+","GO:0035767","endothelial cell chemotaxis"
"2181",3,4.25806451612903,0.196453331071483,0.704545454545455,9,0.0281089493581909,"+","GO:1905278","positive regulation of epithelial tube formation"
"2182",3,4.25806451612903,0.196363297464209,0.704545454545455,9,0.0281089493581909,"+","GO:1905276","regulation of epithelial tube formation"
"2183",3,4.25806451612903,0.196273346343062,0.704545454545455,9,0.0281089493581909,"+","GO:1904628","cellular response to phorbol 13-acetate 12-myristate"
"2184",3,4.25806451612903,0.196183477594736,0.704545454545455,9,0.0281089493581909,"+","GO:1904627","response to phorbol 13-acetate 12-myristate"
"2185",3,4.25806451612903,0.196093691106135,0.704545454545455,9,0.0281089493581909,"+","GO:0015917","aminophospholipid transport"
"2186",3,4.25806451612903,0.196003986764366,0.704545454545455,9,0.0281089493581909,"+","GO:0015884","folic acid transport"
"2187",3,4.25806451612903,0.195914364456746,0.704545454545455,9,0.0281089493581909,"+","GO:0062043","positive regulation of cardiac epithelial to mesenchymal transition"
"2188",3,4.25806451612903,0.195824824070797,0.704545454545455,9,0.0281089493581909,"+","GO:0030450","regulation of complement activation, classical pathway"
"2189",3,4.25806451612903,0.195735365494246,0.704545454545455,9,0.0281089493581909,"+","GO:0061518","microglial cell proliferation"
"2190",3,4.25806451612903,0.195645988615025,0.704545454545455,9,0.0281089493581909,"+","GO:0061517","macrophage proliferation"
"2191",3,4.25806451612903,0.195556693321271,0.704545454545455,9,0.0281089493581909,"+","GO:0030309","poly-N-acetyllactosamine metabolic process"
"2192",3,4.25806451612903,0.195467479501325,0.704545454545455,9,0.0281089493581909,"+","GO:0060982","coronary artery morphogenesis"
"2193",3,4.25806451612903,0.195378347043732,0.704545454545455,9,0.0281089493581909,"+","GO:0014908","myotube differentiation involved in skeletal muscle regeneration"
"2194",3,4.25806451612903,0.19528929583724,0.704545454545455,9,0.0281089493581909,"+","GO:0014824","artery smooth muscle contraction"
"2195",3,4.25806451612903,0.195200325770799,0.704545454545455,9,0.0281089493581909,"+","GO:0060638","mesenchymal-epithelial cell signaling"
"2196",3,4.25806451612903,0.195111436733563,0.704545454545455,9,0.0281089493581909,"+","GO:0060601","lateral sprouting from an epithelium"
"2197",8,2.17433081674674,0.195104943245394,3.67929292929293,47,0.0281208135085043,"+","GO:0045761","regulation of adenylate cyclase activity"
"2198",8,2.17433081674674,0.195016178485046,3.67929292929293,47,0.0281208135085043,"+","GO:0048713","regulation of oligodendrocyte differentiation"
"2199",8,2.17433081674674,0.194927494456631,3.67929292929293,47,0.0281208135085043,"+","GO:0042491","inner ear auditory receptor cell differentiation"
"2200",13,1.84516129032258,0.195783583083521,7.04545454545455,90,0.0282571595344581,"+","GO:0055007","cardiac muscle cell differentiation"
"2201",17,1.72350230414747,0.195716069976546,9.86363636363636,126,0.0282602552003134,"+","GO:0006805","xenobiotic metabolic process"
"2202",24,0.657898380174443,0.199392781886386,36.479797979798,466,0.0288042318253508,"-","GO:0006163","purine nucleotide metabolic process"
"2203",1,0.172624237140366,0.202606306964841,5.79292929292929,74,0.0292817486218949,"-","GO:0060260","regulation of transcription initiation by RNA polymerase II"
"2204",1,0.172624237140366,0.202514380328287,5.79292929292929,74,0.0292817486218949,"-","GO:0061077","chaperone-mediated protein folding"
"2205",1,0.170322580645161,0.203217637211176,5.87121212121212,75,0.0293967650758146,"-","GO:0002637","regulation of immunoglobulin production"
"2206",1,0.170322580645161,0.203125516795395,5.87121212121212,75,0.0293967650758146,"-","GO:0072655","establishment of protein localization to mitochondrion"
"2207",10,0.53004952482934,0.203437048109434,18.8661616161616,241,0.0294551968232973,"-","GO:1903320","regulation of protein modification by small protein conjugation or removal"
"2208",50,1.35607150195192,0.203545819386723,36.8712121212121,471,0.0294842989704051,"+","GO:0072657","protein localization to membrane"
"2209",7,0.465725806451613,0.204045259431775,15.030303030303,192,0.0295700307081802,"-","GO:0040029","epigenetic regulation of gene expression"
"2210",10,2.02764976958525,0.204142594755407,4.93181818181818,63,0.0295975289909762,"+","GO:0032663","regulation of interleukin-2 production"
"2211",1,0.168081494057725,0.204710471538338,5.94949494949495,76,0.0296932921715715,"-","GO:0032508","DNA duplex unwinding"
"2212",7,2.29280397022332,0.205998824134318,3.0530303030303,39,0.0298936822794143,"+","GO:0060999","positive regulation of dendritic spine development"
"2213",7,2.29280397022332,0.205905738357484,3.0530303030303,39,0.0298936822794143,"+","GO:0046688","response to copper ion"
"2214",5,2.77699859747546,0.206351839715751,1.80050505050505,23,0.0299719853789065,"+","GO:1902473","regulation of protein localization to synapse"
"2215",5,2.77699859747546,0.206258678614299,1.80050505050505,23,0.0299719853789065,"+","GO:0071379","cellular response to prostaglandin stimulus"
