"","number_in_list","fold_enrichment","fdr","expected","number_in_reference","pValue","plus_minus","term.id","term.label"
"2187",2,3.55218216318786,0.756768097144037,0.563034188034188,34,0.108577827753986,"+","GO:0045671","negative regulation of osteoclast differentiation"
"2188",2,3.55218216318786,0.756422225070388,0.563034188034188,34,0.108577827753986,"+","GO:0006622","protein targeting to lysosome"
"2189",2,3.55218216318786,0.756076669005943,0.563034188034188,34,0.108577827753986,"+","GO:0048841","regulation of axon extension involved in axon guidance"
"2190",2,3.55218216318786,0.755731428517813,0.563034188034188,34,0.108577827753986,"+","GO:0048665","neuron fate specification"
"2191",2,3.55218216318786,0.755386503173898,0.563034188034188,34,0.108577827753986,"+","GO:0035456","response to interferon-beta"
"2192",2,3.55218216318786,0.755041892542888,0.563034188034188,34,0.108577827753986,"+","GO:0035305","negative regulation of dephosphorylation"
"2193",2,3.55218216318786,0.754697596194259,0.563034188034188,34,0.108577827753986,"+","GO:0010464","regulation of mesenchymal cell proliferation"
"2194",2,3.55218216318786,0.754353613698272,0.563034188034188,34,0.108577827753986,"+","GO:0002719","negative regulation of cytokine production involved in immune response"
"2195",3,2.58801843317972,0.76378706281452,1.15918803418803,70,0.109985737904472,"+","GO:2000379","positive regulation of reactive oxygen species metabolic process"
"2196",3,2.58801843317972,0.76343925449812,1.15918803418803,70,0.109985737904472,"+","GO:0030239","myofibril assembly"
"2197",4,2.19589442815249,0.763658868450259,1.8215811965812,110,0.110067475823999,"+","GO:0072009","nephron epithelium development"
"2198",4,2.19589442815249,0.76331143493413,1.8215811965812,110,0.110067475823999,"+","GO:0031341","regulation of cell killing"
"2199",1,8.62672811059908,0.764795395882723,0.115918803418803,7,0.110331632588474,"+","GO:0002606","positive regulation of dendritic cell antigen processing and presentation"
"2200",1,8.62672811059908,0.764447761611867,0.115918803418803,7,0.110331632588474,"+","GO:1903298","negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway"
"2201",1,8.62672811059908,0.764100443228582,0.115918803418803,7,0.110331632588474,"+","GO:1903297","regulation of hypoxia-induced intrinsic apoptotic signaling pathway"
"2202",1,8.62672811059908,0.763753440302501,0.115918803418803,7,0.110331632588474,"+","GO:0021798","forebrain dorsal/ventral pattern formation"
"2203",1,8.62672811059908,0.763406752404044,0.115918803418803,7,0.110331632588474,"+","GO:0021796","cerebral cortex regionalization"
"2204",1,8.62672811059908,0.763060379104405,0.115918803418803,7,0.110331632588474,"+","GO:0021785","branchiomotor neuron axon guidance"
"2205",1,8.62672811059908,0.762714319975559,0.115918803418803,7,0.110331632588474,"+","GO:0021780","glial cell fate specification"
"2206",1,8.62672811059908,0.762368574590258,0.115918803418803,7,0.110331632588474,"+","GO:0060449","bud elongation involved in lung branching"
"2207",1,8.62672811059908,0.762023142522025,0.115918803418803,7,0.110331632588474,"+","GO:0021648","vestibulocochlear nerve morphogenesis"
"2208",1,8.62672811059908,0.761678023345158,0.115918803418803,7,0.110331632588474,"+","GO:0021626","central nervous system maturation"
"2209",1,8.62672811059908,0.761333216634725,0.115918803418803,7,0.110331632588474,"+","GO:0072307","regulation of metanephric nephron tubule epithelial cell differentiation"
"2210",1,8.62672811059908,0.760988721966565,0.115918803418803,7,0.110331632588474,"+","GO:0045578","negative regulation of B cell differentiation"
"2211",1,8.62672811059908,0.760644538917281,0.115918803418803,7,0.110331632588474,"+","GO:0002418","immune response to tumor cell"
"2212",1,8.62672811059908,0.760300667064244,0.115918803418803,7,0.110331632588474,"+","GO:2000794","regulation of epithelial cell proliferation involved in lung morphogenesis"
"2213",1,8.62672811059908,0.759957105985589,0.115918803418803,7,0.110331632588474,"+","GO:0072201","negative regulation of mesenchymal cell proliferation"
"2214",1,8.62672811059908,0.759613855260211,0.115918803418803,7,0.110331632588474,"+","GO:0006729","tetrahydrobiopterin biosynthetic process"
"2215",1,8.62672811059908,0.759270914467769,0.115918803418803,7,0.110331632588474,"+","GO:0071716","leukotriene transport"
"2216",1,8.62672811059908,0.758928283188677,0.115918803418803,7,0.110331632588474,"+","GO:0060136","embryonic process involved in female pregnancy"
"2217",1,8.62672811059908,0.758585961004108,0.115918803418803,7,0.110331632588474,"+","GO:0006657","CDP-choline pathway"
"2218",1,8.62672811059908,0.758243947495991,0.115918803418803,7,0.110331632588474,"+","GO:0071604","transforming growth factor beta production"
"2219",1,8.62672811059908,0.757902242247007,0.115918803418803,7,0.110331632588474,"+","GO:0044854","plasma membrane raft assembly"
"2220",1,8.62672811059908,0.757560844840589,0.115918803418803,7,0.110331632588474,"+","GO:0038156","interleukin-3-mediated signaling pathway"
"2221",1,8.62672811059908,0.757219754860922,0.115918803418803,7,0.110331632588474,"+","GO:0006573","valine metabolic process"
"2222",1,8.62672811059908,0.756878971892938,0.115918803418803,7,0.110331632588474,"+","GO:0006549","isoleucine metabolic process"
"2223",1,8.62672811059908,0.756538495522316,0.115918803418803,7,0.110331632588474,"+","GO:0002118","aggressive behavior"
"2224",1,8.62672811059908,0.75619832533548,0.115918803418803,7,0.110331632588474,"+","GO:0032747","positive regulation of interleukin-23 production"
"2225",1,8.62672811059908,0.755858460919599,0.115918803418803,7,0.110331632588474,"+","GO:1990791","dorsal root ganglion development"
"2226",1,8.62672811059908,0.755518901862582,0.115918803418803,7,0.110331632588474,"+","GO:0051882","mitochondrial depolarization"
"2227",1,8.62672811059908,0.75517964775308,0.115918803418803,7,0.110331632588474,"+","GO:2000391","positive regulation of neutrophil extravasation"
"2228",1,8.62672811059908,0.754840698180479,0.115918803418803,7,0.110331632588474,"+","GO:0071393","cellular response to progesterone stimulus"
"2229",1,8.62672811059908,0.754502052734907,0.115918803418803,7,0.110331632588474,"+","GO:0033005","positive regulation of mast cell activation"
"2230",1,8.62672811059908,0.754163711007223,0.115918803418803,7,0.110331632588474,"+","GO:0032594","protein transport within lipid bilayer"
"2231",1,8.62672811059908,0.753825672589022,0.115918803418803,7,0.110331632588474,"+","GO:0071221","cellular response to bacterial lipopeptide"
"2232",1,8.62672811059908,0.753487937072629,0.115918803418803,7,0.110331632588474,"+","GO:0071220","cellular response to bacterial lipoprotein"
"2233",1,8.62672811059908,0.753150504051101,0.115918803418803,7,0.110331632588474,"+","GO:0051599","response to hydrostatic pressure"
"2234",1,8.62672811059908,0.752813373118222,0.115918803418803,7,0.110331632588474,"+","GO:0090270","regulation of fibroblast growth factor production"
"2235",1,8.62672811059908,0.752476543868505,0.115918803418803,7,0.110331632588474,"+","GO:0098917","retrograde trans-synaptic signaling"
"2236",1,8.62672811059908,0.752140015897186,0.115918803418803,7,0.110331632588474,"+","GO:1901339","regulation of store-operated calcium channel activity"
"2237",1,8.62672811059908,0.751803788800227,0.115918803418803,7,0.110331632588474,"+","GO:0070474","positive regulation of uterine smooth muscle contraction"
"2238",1,8.62672811059908,0.751467862174311,0.115918803418803,7,0.110331632588474,"+","GO:0048549","positive regulation of pinocytosis"
"2239",1,8.62672811059908,0.751132235616842,0.115918803418803,7,0.110331632588474,"+","GO:1901165","positive regulation of trophoblast cell migration"
"2240",1,8.62672811059908,0.750796908725941,0.115918803418803,7,0.110331632588474,"+","GO:0031649","heat generation"
"2241",1,8.62672811059908,0.75046188110045,0.115918803418803,7,0.110331632588474,"+","GO:0009756","carbohydrate mediated signaling"
"2242",1,8.62672811059908,0.750127152339923,0.115918803418803,7,0.110331632588474,"+","GO:0070358","actin polymerization-dependent cell motility"
"2243",1,8.62672811059908,0.749792722044631,0.115918803418803,7,0.110331632588474,"+","GO:0070339","response to bacterial lipopeptide"
"2244",1,8.62672811059908,0.749458589815556,0.115918803418803,7,0.110331632588474,"+","GO:0009624","response to nematode"
"2245",1,8.62672811059908,0.749124755254391,0.115918803418803,7,0.110331632588474,"+","GO:1905331","negative regulation of morphogenesis of an epithelium"
"2246",1,8.62672811059908,0.748791217963539,0.115918803418803,7,0.110331632588474,"+","GO:0070163","regulation of adiponectin secretion"
"2247",1,8.62672811059908,0.74845797754611,0.115918803418803,7,0.110331632588474,"+","GO:1905279","regulation of retrograde transport, endosome to Golgi"
"2248",1,8.62672811059908,0.74812503360592,0.115918803418803,7,0.110331632588474,"+","GO:0043320","natural killer cell degranulation"
"2249",1,8.62672811059908,0.747792385747491,0.115918803418803,7,0.110331632588474,"+","GO:0050432","catecholamine secretion"
"2250",1,8.62672811059908,0.747460033576048,0.115918803418803,7,0.110331632588474,"+","GO:0036022","limb joint morphogenesis"
"2251",1,8.62672811059908,0.747127976697516,0.115918803418803,7,0.110331632588474,"+","GO:1900122","positive regulation of receptor binding"
"2252",1,8.62672811059908,0.74679621471852,0.115918803418803,7,0.110331632588474,"+","GO:0031077","post-embryonic camera-type eye development"
"2253",1,8.62672811059908,0.746464747246386,0.115918803418803,7,0.110331632588474,"+","GO:0009180","purine ribonucleoside diphosphate biosynthetic process"
"2254",1,8.62672811059908,0.746133573889134,0.115918803418803,7,0.110331632588474,"+","GO:0009136","purine nucleoside diphosphate biosynthetic process"
"2255",1,8.62672811059908,0.74580269425548,0.115918803418803,7,0.110331632588474,"+","GO:0031017","exocrine pancreas development"
"2256",1,8.62672811059908,0.745472107954835,0.115918803418803,7,0.110331632588474,"+","GO:1900028","negative regulation of ruffle assembly"
"2257",1,8.62672811059908,0.745141814597301,0.115918803418803,7,0.110331632588474,"+","GO:0010912","positive regulation of isomerase activity"
"2258",1,8.62672811059908,0.744811813793671,0.115918803418803,7,0.110331632588474,"+","GO:0010911","regulation of isomerase activity"
"2259",1,8.62672811059908,0.744482105155426,0.115918803418803,7,0.110331632588474,"+","GO:1904393","regulation of skeletal muscle acetylcholine-gated channel clustering"
"2260",1,8.62672811059908,0.744152688294738,0.115918803418803,7,0.110331632588474,"+","GO:0046836","glycolipid transport"
"2261",1,8.62672811059908,0.743823562824462,0.115918803418803,7,0.110331632588474,"+","GO:0062033","positive regulation of mitotic sister chromatid segregation"
"2262",1,8.62672811059908,0.743494728358138,0.115918803418803,7,0.110331632588474,"+","GO:0010886","positive regulation of cholesterol storage"
"2263",1,8.62672811059908,0.74316618450999,0.115918803418803,7,0.110331632588474,"+","GO:0015677","copper ion import"
"2264",1,8.62672811059908,0.742837930894924,0.115918803418803,7,0.110331632588474,"+","GO:0150093","amyloid-beta clearance by transcytosis"
"2265",1,8.62672811059908,0.742509967128525,0.115918803418803,7,0.110331632588474,"+","GO:0042362","fat-soluble vitamin biosynthetic process"
"2266",1,8.62672811059908,0.742182292827056,0.115918803418803,7,0.110331632588474,"+","GO:0061470","T follicular helper cell differentiation"
"2267",1,8.62672811059908,0.741854907607458,0.115918803418803,7,0.110331632588474,"+","GO:1903719","regulation of I-kappaB phosphorylation"
"2268",1,8.62672811059908,0.741527811087349,0.115918803418803,7,0.110331632588474,"+","GO:0060947","cardiac vascular smooth muscle cell differentiation"
"2269",1,8.62672811059908,0.741201002885019,0.115918803418803,7,0.110331632588474,"+","GO:0034699","response to luteinizing hormone"
"2270",1,8.62672811059908,0.740874482619431,0.115918803418803,7,0.110331632588474,"+","GO:0030213","hyaluronan biosynthetic process"
"2271",1,8.62672811059908,0.740548249910219,0.115918803418803,7,0.110331632588474,"+","GO:1903598","positive regulation of gap junction assembly"
"2272",1,8.62672811059908,0.740222304377688,0.115918803418803,7,0.110331632588474,"+","GO:0060745","mammary gland branching involved in pregnancy"
"2273",1,8.62672811059908,0.73989664564281,0.115918803418803,7,0.110331632588474,"+","GO:0060718","chorionic trophoblast cell differentiation"
"2274",1,8.62672811059908,0.739571273327224,0.115918803418803,7,0.110331632588474,"+","GO:0014883","transition between fast and slow fiber"
"2275",1,8.62672811059908,0.739246187053234,0.115918803418803,7,0.110331632588474,"+","GO:0014832","urinary bladder smooth muscle contraction"
"2276",1,8.62672811059908,0.738921386443808,0.115918803418803,7,0.110331632588474,"+","GO:0002857","positive regulation of natural killer cell mediated immune response to tumor cell"
"2277",1,8.62672811059908,0.738596871122577,0.115918803418803,7,0.110331632588474,"+","GO:0021960","anterior commissure morphogenesis"
"2278",1,8.62672811059908,0.738272640713831,0.115918803418803,7,0.110331632588474,"+","GO:0060696","regulation of phospholipid catabolic process"
"2279",1,8.62672811059908,0.737948694842522,0.115918803418803,7,0.110331632588474,"+","GO:0034384","high-density lipoprotein particle clearance"
"2280",1,8.62672811059908,0.737625033134258,0.115918803418803,7,0.110331632588474,"+","GO:0034372","very-low-density lipoprotein particle remodeling"
"2281",1,8.62672811059908,0.737301655215304,0.115918803418803,7,0.110331632588474,"+","GO:0008063","Toll signaling pathway"
"2282",1,8.62672811059908,0.73697856071258,0.115918803418803,7,0.110331632588474,"+","GO:0021877","forebrain neuron fate commitment"
"2283",5,1.97343453510436,0.740687077492698,2.53365384615385,153,0.110935419400107,"+","GO:0015718","monocarboxylic acid transport"
"2284",7,1.82991202346041,0.741142720051643,3.82532051282051,231,0.111052284497668,"+","GO:0043547","positive regulation of GTPase activity"
"2285",7,0.543328634215109,0.751888428075288,12.883547008547,778,0.112711740349802,"-","GO:0006974","DNA damage response"
"2286",4,2.17611159546643,0.752033844680668,1.83814102564103,111,0.112782875348685,"+","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly"
"2287",5,1.96062002513615,0.754498458096775,2.55021367521368,154,0.11320199263054,"+","GO:0032675","regulation of interleukin-6 production"
"2288",9,1.71446016078152,0.754417781940385,5.24946581196581,317,0.113239381032579,"+","GO:0072001","renal system development"
"2289",3,2.55156746933212,0.755869184504007,1.17574786324786,71,0.113506826958582,"+","GO:0072088","nephron epithelium morphogenesis"
"2290",3,2.55156746933212,0.755539110624311,1.17574786324786,71,0.113506826958582,"+","GO:2000573","positive regulation of DNA biosynthetic process"
"2291",3,2.55156746933212,0.755209324892917,1.17574786324786,71,0.113506826958582,"+","GO:0014015","positive regulation of gliogenesis"
"2292",3,2.55156746933212,0.754879826932667,1.17574786324786,71,0.113506826958582,"+","GO:0032410","negative regulation of transporter activity"
"2293",3,2.55156746933212,0.754550616367062,1.17574786324786,71,0.113506826958582,"+","GO:1901019","regulation of calcium ion transmembrane transporter activity"
"2294",3,2.55156746933212,0.754221692820259,1.17574786324786,71,0.113506826958582,"+","GO:0048002","antigen processing and presentation of peptide antigen"
"2295",2,3.45069124423963,0.756842606392936,0.579594017094017,35,0.113950913971776,"+","GO:0045577","regulation of B cell differentiation"
"2296",2,3.45069124423963,0.756512971111406,0.579594017094017,35,0.113950913971776,"+","GO:0002228","natural killer cell mediated immunity"
"2297",2,3.45069124423963,0.756183622843617,0.579594017094017,35,0.113950913971776,"+","GO:0001659","temperature homeostasis"
"2298",2,3.45069124423963,0.755854561214878,0.579594017094017,35,0.113950913971776,"+","GO:0032743","positive regulation of interleukin-2 production"
"2299",2,3.45069124423963,0.755525785851148,0.579594017094017,35,0.113950913971776,"+","GO:1905606","regulation of presynapse assembly"
"2300",2,3.45069124423963,0.755197296379039,0.579594017094017,35,0.113950913971776,"+","GO:0050873","brown fat cell differentiation"
"2301",2,3.45069124423963,0.75486909242581,0.579594017094017,35,0.113950913971776,"+","GO:0099174","regulation of presynapse organization"
"2302",2,3.45069124423963,0.75454117361937,0.579594017094017,35,0.113950913971776,"+","GO:0010719","negative regulation of epithelial to mesenchymal transition"
"2303",11,1.61227685562167,0.756041693018092,6.82264957264957,412,0.114227121893372,"+","GO:0031400","negative regulation of protein modification process"
"2304",22,1.41031436203,0.756581757780437,15.599358974359,942,0.114358352681633,"+","GO:0019637","organophosphate metabolic process"
"2305",11,1.60837303756932,0.7598367778275,6.8392094017094,413,0.114900201593675,"+","GO:0030900","forebrain development"
"2306",13,1.52433448167867,0.762807458330102,8.52831196581197,515,0.115399461976594,"+","GO:0009991","response to extracellular stimulus"
"2307",11,1.60062184220754,0.768339011361182,6.87232905982906,415,0.116286695480565,"+","GO:0003002","regionalization"
"2308",3,2.51612903225806,0.773181361107636,1.19230769230769,72,0.117070299903984,"+","GO:0032732","positive regulation of interleukin-1 production"
"2309",3,2.51612903225806,0.772846505602609,1.19230769230769,72,0.117070299903984,"+","GO:0048663","neuron fate commitment"
"2310",3,2.51612903225806,0.772511940015768,1.19230769230769,72,0.117070299903984,"+","GO:0043489","RNA stabilization"
"2311",5,1.93548387096774,0.77700064302456,2.58333333333333,156,0.117801514533212,"+","GO:0071383","cellular response to steroid hormone stimulus"
"2312",4,0.460092165898617,0.776746761923176,8.69391025641026,525,0.117813981077634,"-","GO:0051301","cell division"
"2313",4,2.13759634598915,0.779625904686727,1.87126068376068,113,0.118301824938687,"+","GO:0032652","regulation of interleukin-1 production"
"2314",4,2.13759634598915,0.779288987701124,1.87126068376068,113,0.118301824938687,"+","GO:0000077","DNA damage checkpoint signaling"
"2315",0,0,0.784155925118465,2.66613247863248,161,0.119092105664846,"-","GO:0070507","regulation of microtubule cytoskeleton organization"
"2316",2,3.35483870967742,0.785783362945228,0.596153846153846,36,0.119390819955465,"+","GO:0034110","regulation of homotypic cell-cell adhesion"
"2317",2,3.35483870967742,0.785444224678959,0.596153846153846,36,0.119390819955465,"+","GO:0140895","cell surface toll-like receptor signaling pathway"
"2318",2,3.35483870967742,0.785105379025517,0.596153846153846,36,0.119390819955465,"+","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand"
"2319",2,3.35483870967742,0.78476682560636,0.596153846153846,36,0.119390819955465,"+","GO:0001953","negative regulation of cell-matrix adhesion"
"2320",2,3.35483870967742,0.784428564043598,0.596153846153846,36,0.119390819955465,"+","GO:2000406","positive regulation of T cell migration"
"2321",2,3.35483870967742,0.784090593959995,0.596153846153846,36,0.119390819955465,"+","GO:1901099","negative regulation of signal transduction in absence of ligand"
"2322",2,3.35483870967742,0.783752914978961,0.596153846153846,36,0.119390819955465,"+","GO:0043403","skeletal muscle tissue regeneration"
"2323",2,3.35483870967742,0.783415526724558,0.596153846153846,36,0.119390819955465,"+","GO:0048265","response to pain"
"2324",2,3.35483870967742,0.783078428821492,0.596153846153846,36,0.119390819955465,"+","GO:0035640","exploration behavior"
"2325",0,0,0.784625315765694,2.71581196581197,164,0.11967813810636,"-","GO:0009060","aerobic respiration"
"2326",4,0.448141720031121,0.784854027010486,8.92574786324786,539,0.119764512682962,"-","GO:0006351","DNA-templated transcription"
"2327",7,1.77609108159393,0.786360844502923,3.94123931623932,238,0.120046033271554,"+","GO:0032409","regulation of transporter activity"
"2328",9,1.67225806451613,0.786257983452019,5.38194444444444,325,0.120081912056439,"+","GO:0022409","positive regulation of cell-cell adhesion"
"2329",0,0,0.789306425200343,2.76549145299145,167,0.120599269454281,"-","GO:2000058","regulation of ubiquitin-dependent protein catabolic process"
"2330",0,0,0.788967667077939,2.76549145299145,167,0.120599269454281,"-","GO:0043414","macromolecule methylation"
"2331",3,2.48166151126823,0.78912581197417,1.20886752136752,73,0.120675212734487,"+","GO:0140962","multicellular organismal-level chemical homeostasis"
"2332",3,2.48166151126823,0.788787421831814,1.20886752136752,73,0.120675212734487,"+","GO:0072089","stem cell proliferation"
"2333",3,2.48166151126823,0.788449321779593,1.20886752136752,73,0.120675212734487,"+","GO:0072028","nephron morphogenesis"
"2334",3,2.48166151126823,0.78811151144464,1.20886752136752,73,0.120675212734487,"+","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle"
"2335",3,2.48166151126823,0.787773990454728,1.20886752136752,73,0.120675212734487,"+","GO:0055002","striated muscle cell development"
"2336",3,2.48166151126823,0.787436758438266,1.20886752136752,73,0.120675212734487,"+","GO:0061333","renal tubule morphogenesis"
"2337",0,0,0.78908432156991,2.78205128205128,168,0.1209794698884,"-","GO:0006401","RNA catabolic process"
"2338",4,2.1188455008489,0.789562818758678,1.88782051282051,114,0.121104629682988,"+","GO:0001824","blastocyst development"
"2339",4,2.1188455008489,0.789225254492428,1.88782051282051,114,0.121104629682988,"+","GO:0042752","regulation of circadian rhythm"
"2340",4,2.1188455008489,0.788887978742645,1.88782051282051,114,0.121104629682988,"+","GO:0016358","dendrite development"
"2341",16,1.45511076564322,0.791082115130894,10.9957264957265,664,0.121493356394504,"+","GO:0043009","chordate embryonic development"
"2342",14,1.54555640738338,0.79342361637784,9.0582264957265,547,0.121905012763688,"+","GO:0071417","cellular response to organonitrogen compound"
"2343",7,1.76129032258065,0.798904647083466,3.97435897435897,240,0.122799553113991,"+","GO:0006887","exocytosis"
"2344",4,2.10042075736325,0.805952909264679,1.90438034188034,115,0.12393581442737,"+","GO:0003015","heart process"
"2345",0,0,0.806087418191736,2.88141025641026,174,0.12400938107063,"-","GO:0009267","cellular response to starvation"
"2346",3,2.44812554489974,0.807766058926188,1.22542735042735,74,0.124320617610762,"+","GO:0045109","intermediate filament organization"
"2347",3,2.44812554489974,0.807421889322896,1.22542735042735,74,0.124320617610762,"+","GO:0042098","T cell proliferation"
"2348",2,3.26416739319965,0.810799554868707,0.612713675213675,37,0.124893876194432,"+","GO:0006882","intracellular zinc ion homeostasis"
"2349",2,3.26416739319965,0.810454386901543,0.612713675213675,37,0.124893876194432,"+","GO:0007095","mitotic G2 DNA damage checkpoint signaling"
"2350",2,3.26416739319965,0.810109512694351,0.612713675213675,37,0.124893876194432,"+","GO:0048008","platelet-derived growth factor receptor signaling pathway"
"2351",2,3.26416739319965,0.809764931872278,0.612713675213675,37,0.124893876194432,"+","GO:0003161","cardiac conduction system development"
"2352",1,7.54838709677419,0.810558181450984,0.132478632478632,8,0.125069398594287,"+","GO:0045760","positive regulation of action potential"
"2353",1,7.54838709677419,0.810213702835833,0.132478632478632,8,0.125069398594287,"+","GO:0060426","lung vasculature development"
"2354",1,7.54838709677419,0.8098695168958,0.132478632478632,8,0.125069398594287,"+","GO:0046146","tetrahydrobiopterin metabolic process"
"2355",1,7.54838709677419,0.809525623258053,0.132478632478632,8,0.125069398594287,"+","GO:0045650","negative regulation of macrophage differentiation"
"2356",1,7.54838709677419,0.809182021550388,0.132478632478632,8,0.125069398594287,"+","GO:0045647","negative regulation of erythrocyte differentiation"
"2357",1,7.54838709677419,0.808838711401236,0.132478632478632,8,0.125069398594287,"+","GO:0045602","negative regulation of endothelial cell differentiation"
"2358",1,7.54838709677419,0.808495692439658,0.132478632478632,8,0.125069398594287,"+","GO:0033601","positive regulation of mammary gland epithelial cell proliferation"
"2359",1,7.54838709677419,0.808152964295343,0.132478632478632,8,0.125069398594287,"+","GO:0071800","podosome assembly"
"2360",1,7.54838709677419,0.807810526598608,0.132478632478632,8,0.125069398594287,"+","GO:0021553","olfactory nerve development"
"2361",1,7.54838709677419,0.807468378980396,0.132478632478632,8,0.125069398594287,"+","GO:0007270","neuron-neuron synaptic transmission"
"2362",1,7.54838709677419,0.807126521072275,0.132478632478632,8,0.125069398594287,"+","GO:0021546","rhombomere development"
"2363",1,7.54838709677419,0.806784952506439,0.132478632478632,8,0.125069398594287,"+","GO:0007217","tachykinin receptor signaling pathway"
"2364",1,7.54838709677419,0.8064436729157,0.132478632478632,8,0.125069398594287,"+","GO:0007207","phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway"
"2365",1,7.54838709677419,0.806102681933494,0.132478632478632,8,0.125069398594287,"+","GO:0060264","regulation of respiratory burst involved in inflammatory response"
"2366",1,7.54838709677419,0.805761979193878,0.132478632478632,8,0.125069398594287,"+","GO:0060215","primitive hemopoiesis"
"2367",1,7.54838709677419,0.805421564331523,0.132478632478632,8,0.125069398594287,"+","GO:2001137","positive regulation of endocytic recycling"
"2368",1,7.54838709677419,0.805081436981721,0.132478632478632,8,0.125069398594287,"+","GO:2000659","regulation of interleukin-1-mediated signaling pathway"
"2369",1,7.54838709677419,0.804741596780377,0.132478632478632,8,0.125069398594287,"+","GO:2000646","positive regulation of receptor catabolic process"
"2370",1,7.54838709677419,0.804402043364015,0.132478632478632,8,0.125069398594287,"+","GO:2000601","positive regulation of Arp2/3 complex-mediated actin nucleation"
"2371",1,7.54838709677419,0.804062776369766,0.132478632478632,8,0.125069398594287,"+","GO:0006621","protein retention in ER lumen"
"2372",1,7.54838709677419,0.803723795435377,0.132478632478632,8,0.125069398594287,"+","GO:0002232","leukocyte chemotaxis involved in inflammatory response"
"2373",1,7.54838709677419,0.803385100199205,0.132478632478632,8,0.125069398594287,"+","GO:0060081","membrane hyperpolarization"
"2374",1,7.54838709677419,0.803046690300217,0.132478632478632,8,0.125069398594287,"+","GO:0072048","renal system pattern specification"
"2375",1,7.54838709677419,0.802708565377985,0.132478632478632,8,0.125069398594287,"+","GO:0060073","micturition"
"2376",1,7.54838709677419,0.802370725072691,0.132478632478632,8,0.125069398594287,"+","GO:2000556","positive regulation of T-helper 1 cell cytokine production"
"2377",1,7.54838709677419,0.802033169025122,0.132478632478632,8,0.125069398594287,"+","GO:2000554","regulation of T-helper 1 cell cytokine production"
"2378",1,7.54838709677419,0.801695896876667,0.132478632478632,8,0.125069398594287,"+","GO:0032825","positive regulation of natural killer cell differentiation"
"2379",1,7.54838709677419,0.801358908269321,0.132478632478632,8,0.125069398594287,"+","GO:0006551","leucine metabolic process"
"2380",1,7.54838709677419,0.801022202845678,0.132478632478632,8,0.125069398594287,"+","GO:0006548","histidine catabolic process"
"2381",1,7.54838709677419,0.800685780248935,0.132478632478632,8,0.125069398594287,"+","GO:0006527","arginine catabolic process"
"2382",1,7.54838709677419,0.800349640122886,0.132478632478632,8,0.125069398594287,"+","GO:2000480","negative regulation of cAMP-dependent protein kinase activity"
"2383",1,7.54838709677419,0.800013782111924,0.132478632478632,8,0.125069398594287,"+","GO:0038089","positive regulation of cell migration by vascular endothelial growth factor signaling pathway"
"2384",1,7.54838709677419,0.799678205861038,0.132478632478632,8,0.125069398594287,"+","GO:2000427","positive regulation of apoptotic cell clearance"
"2385",1,7.54838709677419,0.799342911015813,0.132478632478632,8,0.125069398594287,"+","GO:1902218","regulation of intrinsic apoptotic signaling pathway in response to osmotic stress"
"2386",1,7.54838709677419,0.799007897222428,0.132478632478632,8,0.125069398594287,"+","GO:0018401","peptidyl-proline hydroxylation to 4-hydroxy-L-proline"
"2387",1,7.54838709677419,0.798673164127656,0.132478632478632,8,0.125069398594287,"+","GO:0071447","cellular response to hydroperoxide"
"2388",1,7.54838709677419,0.798338711378859,0.132478632478632,8,0.125069398594287,"+","GO:0002016","regulation of blood volume by renin-angiotensin"
"2389",1,7.54838709677419,0.798004538623991,0.132478632478632,8,0.125069398594287,"+","GO:1990709","presynaptic active zone organization"
"2390",1,7.54838709677419,0.797670645511596,0.132478632478632,8,0.125069398594287,"+","GO:2000389","regulation of neutrophil extravasation"
"2391",1,7.54838709677419,0.797337031690805,0.132478632478632,8,0.125069398594287,"+","GO:1905920","positive regulation of CoA-transferase activity"
"2392",1,7.54838709677419,0.797003696811335,0.132478632478632,8,0.125069398594287,"+","GO:1905918","regulation of CoA-transferase activity"
"2393",1,7.54838709677419,0.796670640523491,0.132478632478632,8,0.125069398594287,"+","GO:0070782","phosphatidylserine exposure on apoptotic cell surface"
"2394",1,7.54838709677419,0.79633786247816,0.132478632478632,8,0.125069398594287,"+","GO:0032493","response to bacterial lipoprotein"
"2395",1,7.54838709677419,0.796005362326812,0.132478632478632,8,0.125069398594287,"+","GO:0032471","negative regulation of endoplasmic reticulum calcium ion concentration"
"2396",1,7.54838709677419,0.7956731397215,0.132478632478632,8,0.125069398594287,"+","GO:0070673","response to interleukin-18"
"2397",1,7.54838709677419,0.795341194314858,0.132478632478632,8,0.125069398594287,"+","GO:0044341","sodium-dependent phosphate transport"
"2398",1,7.54838709677419,0.795009525760098,0.132478632478632,8,0.125069398594287,"+","GO:0032225","regulation of synaptic transmission, dopaminergic"
"2399",1,7.54838709677419,0.794678133711011,0.132478632478632,8,0.125069398594287,"+","GO:0032222","regulation of synaptic transmission, cholinergic"
"2400",1,7.54838709677419,0.794347017821964,0.132478632478632,8,0.125069398594287,"+","GO:0051045","negative regulation of membrane protein ectodomain proteolysis"
